site,url,title,date,author,full_text,datetime
protothema.gr,https://www.protothema.gr/technology/article/1845457/erhetai-to-proto-xenodoheio-ston-kosmo-pou-tha-leitourgei-apokleistika-me-robotiko-prosopiko-anoigei-to-2027-stin-kina/?utm_source=rss,,2026-07-04T09:34:00+03:00,,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,2026-07-04 09:34:00+03:00
protothema.gr,https://www.protothema.gr/technology/article/1848762/i-ee-katigorei-ti-meta-gia-ethistiko-shediasmo-se-instagram-kai-facebook-kai-kinduneuei-me-prostimo/?utm_source=rss,,2026-07-10T13:54:00+03:00,,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,2026-07-10 13:54:00+03:00
protothema.gr,https://www.protothema.gr/technology/article/1850070/i-tehnologia-ton-deepfakes-apo-ton-doko-sto-moudial/?utm_source=rss,,2026-07-15T13:24:00+03:00,Γιώργος Καραγιάννης,,2026-07-15 13:24:00+03:00
protothema.gr,https://www.protothema.gr/technology/article/1853148/epese-to-facebook-dekades-anafores-gia-provlimata/?utm_source=rss,,2026-07-19T10:49:00+03:00,,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,2026-07-19 10:49:00+03:00
protothema.gr,https://www.protothema.gr/technology/article/1855882/exupnes-poleis-ti-hreiazetai-enas-dimos-gia-na-perasei-sti-nea-psifiaki-epohi/?utm_source=rss,,2026-07-25T08:35:57+03:00,,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,2026-07-25 08:35:57+03:00
protothema.gr,https://www.protothema.gr/technology/article/1855979/blak-aout-sto-chatgpt-anafores-gia-polla-provlimata-stin-platforma-tis-openai/?utm_source=rss,,2026-07-25T12:45:00+03:00,,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,2026-07-25 12:45:00+03:00
protothema.gr,https://www.protothema.gr/technology/article/1858622/meta-tin-openai-kai-i-anthropic-tria-modela-tehnitis-noimosunis-claude-vgikan-apo-kleisto-perivallon-dokimon-kai-hakaran/?utm_source=rss,,2026-07-31T12:23:00+03:00,Ζωή Ψαρρά,,2026-07-31 12:23:00+03:00
protothema.gr,https://www.protothema.gr/technology/article/1876059/i-cloudevo-sto-epikedro-diethnous-case-study-tis-google-gia-tin-tehniti-noimosuni/?utm_source=rss,,2026-08-09T16:56:00+03:00,,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,2026-08-09 16:56:00+03:00
protothema.gr,https://www.protothema.gr/technology/article/1864065/to-spotify-tha-arhisei-na-markarei-ta-tragoudia-pou-einai-ftiagmena-apo-tehniti-noimosuni/?utm_source=rss,,2026-08-12T18:07:00+03:00,,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,2026-08-12 18:07:00+03:00
protothema.gr,https://www.protothema.gr/technology/article/1873733/robot-sti-rosia-tsadistike-epeidi-to-esproxe-pelatis-kai-tou-epitethike-deite-video/?utm_source=rss,,2026-09-04T07:08:00+03:00,,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,2026-09-04 07:08:00+03:00
protothema.gr,https://www.protothema.gr/technology/article/1873792/h-lego-kanei-voutia-sti-nostalgia-me-to-eduposiako-proto-playstation-deite-video/?utm_source=rss,,2026-09-04T09:26:18+03:00,,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,2026-09-04 09:26:18+03:00
protothema.gr,https://www.protothema.gr/technology/article/1875417/adistrofi-metrisi-gia-tin-parousiasi-tou-anadiploumenou-iphone-to-proto-megalo-stoihima-tou-neou-ceo-tis-apple/?utm_source=rss,,2026-09-08T08:02:48+03:00,,,2026-09-08 08:02:48+03:00
protothema.gr,https://www.protothema.gr/technology/article/1876359/apo-1999-to-neo-anadiploumeno-iphone-duo-pou-kukloforei-stis-16-oktovriou-sta-1199-to-iphone-18/?utm_source=rss,,2026-09-09T19:22:00+03:00,Βασίλης Τσακίρογλου ,,2026-09-09 19:22:00+03:00
protothema.gr,https://www.protothema.gr/technology/article/1876521/to-iphone-duo-pou-diplonei-kai-kostizei-2399-euro-epanastatis-i-ouragos/?utm_source=rss,,2026-09-10T07:09:00+03:00,Βασίλης Τσακίρογλου ,,2026-09-10 07:09:00+03:00
protothema.gr,https://www.protothema.gr/technology/article/1876627/samsung-kata-apple-mas-adigrapsate-to-trolarisma-gia-to-neo-iphone/?utm_source=rss,,2026-09-10T10:46:00+03:00,,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,2026-09-10 10:46:00+03:00
protothema.gr,https://www.protothema.gr/technology/article/1878018/i-ai-diavazei-tin-kardia-prin-nosisei-ti-apokaluptoun-mastografia-kai-fotografies-prosopou/?utm_source=rss,,2026-09-13T10:48:00+03:00,,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,2026-09-13 10:48:00+03:00
protothema.gr,https://www.protothema.gr/technology/article/1879087/tehniti-noimosuni-horis-frena-oi-dimiourgoi-tis-ai-arhisan-na-fovoudai/?utm_source=rss,,2026-09-15T16:49:00+03:00,Δημήτρης Παγαδάκης,Το πρόγραμμα EurolifeSYN+ της Eurolife FFH συνδυάζει διαφορετικές ασφαλιστικές ανάγκες και προσφέρει κλιμακωτές εκπτώσεις στα ασφάλιστρα,2026-09-15 16:49:00+03:00
protothema.gr,https://www.protothema.gr/technology/article/1880080/h-openai-apokalupse-nea-peristatika-me-tin-tehniti-noimosuni-oi-aprosdokites-i-anisuhitikes-suberifores-ton-modelon/?utm_source=rss,,2026-09-17T09:50:00+03:00,,,2026-09-17 09:50:00+03:00
